ID,Title,Tags,Difficulty,Solved,Accepted
1800G,Symmetree,"dfs and similar, hashing, implementation, trees",2200,1597,0
1800F,Dasha and Nightmares,"bitmasks, hashing, meet-in-the-middle, strings",1900,3035,0
1800E2,Unforgivable Curse (hard version),"brute force, constructive algorithms, dfs and similar, dsu, graphs, greedy, strings",1500,10171,0
1800E1,Unforgivable Curse (easy version),"brute force, constructive algorithms, dsu, graphs, greedy, strings",1400,10368,0
1800D,Remove Two Letters,"data structures, greedy, hashing, strings",1200,17806,0
1800C2,Powering the Hero (hard version),"data structures, greedy",1100,18364,0
1800C1,Powering the Hero (easy version),"data structures, greedy",1000,19448,0
1800B,Count the Number of Pairs,"greedy, strings",1000,21058,0
1800A,Is It a Cat?,"implementation, strings",800,26406,0
1799H,Tree Cutting,"bitmasks, dfs and similar, dp",3200,183,0
1799G,Count Voting,"combinatorics, dp, math",2600,562,0
1799F,Halve or Subtract,"binary search, brute force, dp, greedy, sortings",2700,646,0
1799E,City Union,"constructive algorithms, dfs and similar, dsu, geometry, greedy, implementation, math",2300,1017,0
1799D2,Hot Start Up (hard version),"data structures, dp",2100,1967,0
1799D1,Hot Start Up (easy version),dp,1900,3418,0
1799C,Double Lexicographically Minimum,"greedy, strings",1700,4745,0
1799B,Equalize by Divide,"brute force, constructive algorithms, greedy, math",1200,9582,0
1799A,Recent Actions,"data structures, greedy, implementation, math",800,10779,0
1798F,Gifts from Grandfather Ahmed,"dp, math, number theory",2500,385,0
1798E,Multitest Generator,"brute force, dp",2300,1307,0
1798D,Shocking Arrangement,"constructive algorithms, greedy, math",1600,7592,0
1798C,Candy Store,"greedy, math, number theory",1700,6909,0
1798B,Three Sevens,"brute force, data structures, greedy, implementation",1000,14341,0
1798A,Showstopper,"greedy, implementation, sortings",800,18196,0
1797F,Li Hua and Path,"data structures, dfs and similar, divide and conquer, dsu, trees",3000,221,0
1797E,Li Hua and Array,"brute force, data structures, dsu, math, number theory, two pointers",2300,986,0
1797D,Li Hua and Tree,"brute force, data structures, dfs and similar, dp, implementation, trees",1900,3095,0
1797C,Li Hua and Chess,"constructive algorithms, greedy, interactive",1600,6334,0
1797B,Li Hua and Pattern,"constructive algorithms, greedy",1100,12733,0
1797A,Li Hua and Maze,"constructive algorithms, flows, graphs, greedy, implementation",800,15444,0
1796F,Strange Triples,"brute force, math, number theory",2900,127,0
1796E,Colored Subgraphs,"dfs and similar, dp, games, greedy, trees",2500,557,0
1796D,Maximum Subarray,"data structures, dp, greedy, two pointers",2000,3214,0
1796C,Maximum Set,"binary search, math",1600,8240,0
1796B,Asterisk-Minor Template,"implementation, strings",1000,14699,0
1796A,Typical Interview Problem,"brute force, implementation, strings",800,17565,0
1795G,Removal Sequences,"bitmasks, dfs and similar, graphs",2700,568,0
1795F,Blocking Chips,"binary search, constructive algorithms, dfs and similar, greedy, trees",2400,900,0
1795E,Explosions?,"binary search, data structures, dp, greedy, math",2200,1678,0
1795D,Triangle Coloring,"combinatorics, math",1600,7287,0
1795C,Tea Tasting,"binary search, data structures, implementation",1500,9833,0
1795B,Ideal Point,"brute force, geometry, greedy",900,19297,0
1795A,Two Towers,"brute force, implementation, strings",800,21983,0
1794E,Labeling the Tree with Distances,"data structures, dp, greedy, hashing, implementation, trees",2400,816,0
1794D,Counting Factorizations,"combinatorics, divide and conquer, dp, math, number theory",1900,2931,0
1794C,Scoring Subsequences,"binary search, greedy, math, two pointers",1300,10538,0
1794B,Not Dividing,"constructive algorithms, greedy, math",900,16109,0
1794A,Prefix and Suffix Array,strings,800,15651,0
1793F,Rebrending,"brute force, data structures, divide and conquer, implementation",2600,1068,0
1793E,Velepin and Marketing,"binary search, data structures, dp, greedy, sortings, two pointers",2600,779,0
1793D,Moscow Gorillas,"binary search, dp, greedy, implementation, math, two pointers",1800,5046,0
1793C,Dora and Search,"constructive algorithms, data structures, two pointers",1200,14740,0
1793B,Fedya and Array,"constructive algorithms, math",1100,13978,0
1793A,Yet Another Promotion,"greedy, math",800,16731,0
1792F2,Graph Coloring (hard version),"brute force, combinatorics, divide and conquer, dp, fft, graphs",2900,323,0
1792F1,Graph Coloring (easy version),"combinatorics, dp, graphs",2700,561,0
1792E,Divisors and Table,"brute force, dfs and similar, dp, number theory",2400,1166,0
1792D,Fixed Prefix Permutations,"binary search, bitmasks, data structures, hashing, math, sortings",1700,5249,0
1792C,Min Max Sort,"binary search, brute force, greedy, math, two pointers",1500,11139,0
1792B,Stand-up Comedian,"greedy, math",1200,17739,0
1792A,GamingForces,"greedy, sortings",800,25317,0
1791G2,Teleporters (Hard Version),"binary search, greedy, sortings",1900,3793,0
1791G1,Teleporters (Easy Version),"greedy, sortings",1100,17618,0
1791F,Range Update Point Query,"binary search, brute force, data structures",1500,9620,0
1791E,Negatives and Positives,"dp, greedy, sortings",1100,21578,0
1791D,Distinct Split,"brute force, greedy, strings",1000,22458,0
1791C,Prepend and Append,"implementation, two pointers",800,34070,0
1791B,Following Directions,"geometry, implementation",800,36423,0
1791A,Codeforces Checking,"implementation, strings",800,43759,0
1790G,Tokens on Graph,"constructive algorithms, dfs and similar, graphs, shortest paths",2300,908,0
1790F,Timofey and Black-White Tree,"brute force, dfs and similar, divide and conquer, graphs, greedy, math, shortest paths, trees",2100,2721,0
1790E,Vlad and a Pair of Numbers,"bitmasks, constructive algorithms",1400,12166,0
1790D,Matryoshkas,"data structures, greedy, sortings",1200,15296,0
1790C,Premutation,"brute force, implementation, math",1000,20597,0
1790B,Taisia and Dice,"greedy, greedy, math",800,24819,0
1790A,Polycarp and the Day of Pi,"implementation, math, strings",800,32275,0
1789F,Serval and Brain Power,"bitmasks, brute force, dp, greedy, implementation, strings",2700,398,0
1789E,Serval and Music Game,"brute force, dp, implementation, math, number theory",2500,672,0
1789D,Serval and Shift-Shift-Shift,"bitmasks, brute force, constructive algorithms, implementation",2200,1427,0
1789C,Serval and Toxel's Arrays,"combinatorics, dp, implementation, math",1500,7055,0
1789B,Serval and Inversion Magic,"brute force, implementation, strings, two pointers",800,14701,0
1789A,Serval and Mocha's Array,"brute force, math, number theory",800,14978,0
1788F,"XOR, Tree, and Queries","bitmasks, constructive algorithms, dfs and similar, dsu, graphs, greedy, implementation, trees",2500,664,0
1788E,Sum Over Zero,"data structures, dfs and similar, dp",2200,2139,0
1788D,Moving Dots,"binary search, brute force, combinatorics, math, two pointers",2000,3304,0
1788C,Matching Numbers,"constructive algorithms, greedy, math",1300,14366,0
1788B,Sum of Two Numbers,"constructive algorithms, greedy, implementation, math, probabilities",1100,17181,0
1788A,One and Two,"brute force, implementation, math",800,23838,0
1787I,Treasure Hunt,"data structures, divide and conquer, two pointers",3400,129,0
1787H,Codeforces Scoreboard,"binary search, data structures, dp, geometry",3300,156,0
1787G,Colorful Tree Again,"brute force, data structures, trees",3000,328,0
1787F,Inverse Transformation,"constructive algorithms, implementation, math",2500,581,0
1787E,The Harmonization of XOR,"bitmasks, constructive algorithms, greedy, math",2100,1963,0
1787D,Game on Axis,"combinatorics, dfs and similar, dsu, graphs, implementation",1900,2946,0
1787C,Remove the Bracket,"dp, greedy, math",1600,5889,0
1787B,Number Factorization,"greedy, math, number theory",1100,11758,0
1787A,Exponential Equation,"constructive algorithms, math",800,17884,0
1786B,Cake Assembly Line,"brute force, sortings",1300,7803,0
1786A2,Alternating Deck (hard version),implementation,800,10751,0
1786A1,Non-alternating Deck (easy version),implementation,800,12997,0
1784F,Minimums or Medians,,3400,140,0
1784E,Infinite Game,"brute force, combinatorics, dp, games, probabilities",3100,244,0
1784D,Wooden Spoon,"combinatorics, dp",2400,850,0
1784C,Monsters (hard version),"data structures, greedy",2200,1361,0
1784B,Letter Exchange,constructive algorithms,1900,2952,0
1784A,Monsters (easy version),"brute force, greedy",1000,13203,0
1783G,Weighed Tree Radius,"data structures, divide and conquer, implementation, trees",2800,356,0
1783F,Double Sort II,"dfs and similar, flows, graph matchings, graphs",2500,755,0
1783E,Game of the Year,"brute force, data structures, math, number theory",2300,1821,0
1783D,Different Arrays,"brute force, dp, implementation",2000,3668,0
1783C,Yet Another Tournament,"binary search, greedy, sortings",1700,7839,0
1783B,Matrix of Differences,"constructive algorithms, math",1100,16150,0
1783A,Make it Beautiful,"constructive algorithms, math, sortings",800,24391,0
1781H2,Window Signals (hard version),,3500,76,0
1781H1,Window Signals (easy version),,3200,97,0
1781G,Diverse Coloring,"constructive algorithms, trees",3200,182,0
1781F,Bracket Insertion,"combinatorics, dp, math, trees",2700,611,0
1781E,Rectangle Shrinking,"binary search, brute force, data structures, greedy, implementation, two pointers",2300,1201,0
1781D,Many Perfect Squares,"brute force, math, number theory",1800,4742,0
1781C,Equal Frequencies,"brute force, constructive algorithms, greedy, implementation, sortings, strings",1600,6146,0
1781B,Going to the Cinema,"brute force, greedy, sortings",1000,12361,0
1781A,Parallel Projection,"geometry, math",800,14348,0
1780G,Delicious Dessert,"binary search, dsu, hashing, math, number theory, string suffix structures",2400,543,0
1780F,Three Chairs,"bitmasks, brute force, combinatorics, data structures, dp, number theory, sortings",2300,1163,0
1780E,Josuke and Complete Graph,"binary search, brute force, data structures, math, number theory",2400,1133,0
1780D,Bit Guessing Game,"binary search, bitmasks, constructive algorithms, interactive",1800,4101,0
1780B,GCD Partition,"brute force, greedy, math, number theory",1100,14779,0
1780A,Hayato and School,"constructive algorithms, greedy",800,20075,0
1779H,Olympic Team Building,"brute force, meet-in-the-middle",3500,116,0
1779G,The Game of the Century,"constructive algorithms, graphs, shortest paths",3000,280,0
1779F,Xorcerer's Stones,"bitmasks, constructive algorithms, dp, trees",2500,1107,0
1779E,Anya's Simultaneous Exhibition,"constructive algorithms, graphs, greedy, interactive, sortings",2400,1515,0
1779D,Boris and His Amazing Haircut,"constructive algorithms, data structures, dp, dsu, greedy, sortings",1700,6693,0
1779C,Least Prefix Sum,"data structures, greedy",1600,10507,0
1779B,MKnez's ConstructiveForces Task,"constructive algorithms, math",900,21411,0
1779A,Hall of Fame,"constructive algorithms, greedy, strings",800,22061,0
1778F,Maximizing Root,"dfs and similar, dp, graphs, math, number theory, trees",2600,486,0
1778E,The Tree Has Fallen!,"bitmasks, dfs and similar, math, trees",2500,708,0
1778D,Flexible String Revisit,"combinatorics, dp, math, probabilities",2100,2226,0
1778C,Flexible String,"bitmasks, brute force, strings",1600,6721,0
1778B,The Forbidden Permutation,"greedy, math",1300,11831,0
1778A,Flip Flop Sum,"greedy, implementation",800,22373,0
1777F,Comfortably Numb,"bitmasks, data structures, divide and conquer, strings, trees",2400,643,0
1777E,Edge Reverse,"binary search, dfs and similar, graphs, trees",2200,1418,0
1777D,Score of a Tree,"bitmasks, combinatorics, dfs and similar, dp, math, probabilities, trees",1900,2749,0
1777C,Quiz Master,"binary search, math, number theory, sortings, two pointers",1700,6519,0
1777B,Emordnilap,"combinatorics, greedy, math",900,15461,0
1777A,Everybody Likes Good Arrays!,"greedy, math",800,18553,0
1776N,Count Permutations,math,3500,31,0
1776M,Parmigiana With Seafood,"binary search, dp, greedy, trees",3000,281,0
1776L,Controllers,"binary search, math",1500,4005,0
1776K,Uniform Chemistry,"dp, math",3200,49,0
1776J,Italian Data Centers,"graphs, shortest paths",2500,495,0
1776I,Spinach Pizza,"games, geometry, greedy, interactive",2500,500,0
1776H,Beppa and SwerChat,two pointers,1300,4922,0
1776G,Another Wine Tasting Event,"combinatorics, constructive algorithms, math, strings",2100,1617,0
1776F,Train Splitting,"constructive algorithms, graphs, greedy",1700,2622,0
1776E,Crossing the Railways,"data structures, dp",3500,42,0
1776D,Teamwork,"constructive algorithms, greedy, math",2800,269,0
1776C,Library game,"games, greedy, interactive, sortings",2500,621,0
1776B,Vittorio Plays with LEGO Bricks,"dp, geometry",2200,1029,0
1776A,Walking Boy,greedy,800,6045,0
1775F,Laboratory on Pluto,"constructive algorithms, dp, greedy, math",2500,656,0
1775E,The Human Equation,"greedy, implementation",2100,2682,0
1775D,Friendly Spiders,"dfs and similar, graphs, math, number theory, shortest paths",1800,4855,0
1775C,Interesting Sequence,"bitmasks, math",1600,8155,0
1775B,Gardener and the Array,"bitmasks, constructive algorithms",1300,10899,0
1775A2,Gardener and the Capybaras (hard version),"constructive algorithms, greedy",900,17398,0
1775A1,Gardener and the Capybaras (easy version),"brute force, constructive algorithms, implementation",800,18593,0
1774H,Maximum Permutation,constructive algorithms,3500,117,0
1774G,Segment Covering,"brute force, combinatorics, constructive algorithms, data structures, dp, trees",3200,264,0
1774F2,Magician and Pigs (Hard Version),"binary search, brute force, data structures, implementation",2700,533,0
1774F1,Magician and Pigs (Easy Version),"brute force, data structures, implementation",2400,931,0
1774E,Two Chess Pieces,"dfs and similar, dp, greedy, trees",1900,2978,0
1774D,Same Count One,"brute force, constructive algorithms, greedy, implementation, two pointers",1600,6531,0
1774C,Ice and Fire,"constructive algorithms, dp, greedy",1300,10598,0
1774B,Coloring,"constructive algorithms, greedy, math",1500,10151,0
1774A,Add Plus Minus Sign,"constructive algorithms, math",800,21168,0
1773L,Lisa's Sequences,dp,3500,20,0
1773K,King's Puzzle,constructive algorithms,1900,1192,0
1773J,Jumbled Trees,"constructive algorithms, math",2900,76,0
1773I,Interactive Factorial Guessing,"brute force, games, implementation, interactive",2500,390,0
